Name,Position,Team,Current Price,Total Points,Points Per Game,Event Points,Form,Value Form,EP Next,ICT Index,BPS,Penalties Order,Direct Freekick Order,Corners/ Indirect Order,Chance Of Playing Select value x,Availability Select value x,News,Selected By Percent,Transfers In,Transfers In Event,Transfers Out,Transfers Out Event,Minutes,Goals Scored,Assists,Clean Sheets,Goals Conceded,Goals Conceded per 90,Own Goals,Penalties Saved,Penalties Missed,Yellow Cards,Red Cards,Saves,Bonus,Influence,Creativity,Threat,In Dreamteam,News Added,ID,Fetched From FPL (London time)
Henry,Defender,Brentford,4.3,13,2.6,0,0,0,0,15.7,74,,,,0,Injured,Knee injury - Expected back 01 Jun,1.1,559838,31,709065,2477,401,0,1,1,5,1.12,0,0,0,1,0,0,0,72.8,67.9,17,,"Sat Sep 16, 20:00",103,"Fri Dec 1, 18:15:03"
Lo Celso,Midfielder,Spurs,4.8,13,3.2,10,3.7,0.8,2.7,15.1,47,,,,100,Available,,0.1,3958,1430,11699,159,124,1,0,0,4,2.9,0,0,0,0,0,0,3,63.6,52.8,34,,"Fri Sep 1, 13:00",503,"Fri Dec 1, 18:15:03"
Townsend,Midfielder,Luton,5,13,2.6,3,2.7,0.5,2.2,8.9,45,,,2,100,Available,,0,1998,369,800,203,231,0,1,2,3,1.17,0,0,0,0,0,0,0,28,47.2,15,,,727,"Fri Dec 1, 18:15:03"
Van Hecke,Defender,Brighton,4,13,1.6,1,2,0.5,2,24.7,103,,,,100,Available,,1.9,205796,4437,159784,3458,568,0,0,0,7,1.11,0,0,0,1,0,0,1,195.2,10.2,41,,,150,"Fri Dec 1, 18:15:03"
Verbruggen,Goalkeeper,Brighton,4.4,13,2.2,1,2,0.5,2,14.6,96,,,,100,Available,,0.4,25028,869,36821,1085,540,0,0,0,10,1.67,0,0,0,1,0,16,2,145.4,0,0,,,152,"Fri Dec 1, 18:15:03"
Vinícius,Forward,Fulham,4.7,13,1.6,0,0.3,0.1,-0.2,17.7,41,,,,100,Available,,1.6,98327,1641,334212,5075,242,1,0,0,3,1.12,0,0,0,2,0,0,2,46.6,49.5,83,,,287,"Fri Dec 1, 18:15:03"
Højbjerg,Midfielder,Spurs,5.2,12,1,1,1.3,0.2,0.3,18.6,74,,,,100,Available,,0.3,13008,517,45612,587,434,0,0,1,9,1.87,0,0,0,3,0,0,0,102.2,42.8,41,,,499,"Fri Dec 1, 18:15:03"
Luki?,Midfielder,Fulham,4.4,12,1.5,1,0.7,0.2,0.2,10.4,43,,,,100,Available,,0.3,57321,575,70344,794,352,0,0,1,7,1.79,0,0,0,1,0,0,0,41.4,35.2,27,,"Thu Aug 31, 17:30",276,"Fri Dec 1, 18:15:03"
McKenna,Defender,Nottm Forest,4.5,12,2.4,0,0,0,0,13.8,64,,,,100,Available,,0.1,5421,52,9049,140,416,0,0,1,6,1.3,0,0,0,0,0,0,1,89,32.4,17,,"Sat Aug 26, 21:00",455,"Fri Dec 1, 18:15:03"
Mount,Midfielder,Man Utd,6.8,12,1.5,0,0.7,0.1,0.3,18,51,,,4,50,Doubtful,Calf injury - 50% chance of playing,0.9,24468,157,273939,1785,397,0,0,1,6,1.36,0,0,0,1,0,0,0,53,86.3,40,,"Sun Nov 26, 22:00",209,"Fri Dec 1, 18:15:03"
Shaw,Defender,Man Utd,5.2,12,4,6,2,0.4,2,16.4,74,,,1,100,Available,,3.1,196507,21620,2263738,1451,255,0,0,2,2,0.71,0,0,0,1,0,0,0,66.2,87,11,,"Thu Aug 24, 22:30",398,"Fri Dec 1, 18:15:03"
Tete,Defender,Fulham,4.4,12,2.4,0,0,0,-0.5,12.7,71,,,,100,Available,,0.3,20536,148,56007,309,427,0,0,2,8,1.69,0,0,0,2,0,0,0,68,45.8,13,,"Sat Sep 23, 22:00",285,"Fri Dec 1, 18:15:03"
Worrall,Defender,Nottm Forest,4.4,12,2,0,0,0,0,12.2,69,,,,100,Available,,0.1,5060,38,8124,135,437,0,0,1,9,1.85,0,0,0,0,1,0,3,82,22.1,18,,"Sat Aug 26, 19:30",469,"Fri Dec 1, 18:15:03"
Yates,Midfielder,Nottm Forest,4.9,12,1.2,1,0.7,0.1,0.7,13.1,35,,,,100,Available,,0,1139,30,3146,52,381,0,0,1,8,1.89,0,0,0,2,0,0,0,67.4,22.9,42,,"Mon Oct 2, 09:30",470,"Fri Dec 1, 18:15:03"
Bell,Defender,Luton,3.9,11,1.4,2,0.7,0.2,0.2,22,78,,,,100,Available,,3.1,109367,3273,595128,2834,650,0,0,0,13,1.8,0,0,0,0,0,0,0,133.6,45.8,42,,"Tue Oct 3, 22:30",316,"Fri Dec 1, 18:15:03"
Beto,Forward,Everton,5.7,11,1.4,0,0.7,0.1,0.5,17.1,17,,,,75,Doubtful,Knee injury - 75% chance of playing,0.1,53072,456,45870,780,297,0,0,1,5,1.52,0,0,0,0,0,0,0,24.8,63.6,90,,"Thu Nov 30, 23:30",691,"Fri Dec 1, 18:15:03"
Ghoddos,Midfielder,Brentford,4.5,11,1.4,2,1.3,0.3,1.8,14.2,40,,,3,100,Available,,0.1,9033,882,3709,349,165,1,0,0,4,2.18,0,0,0,3,0,0,0,55.6,73.1,13,,"Thu Nov 23, 12:30",701,"Fri Dec 1, 18:15:03"
Gravenberch,Midfielder,Liverpool,5,11,1.4,1,1,0.2,1.5,18.1,51,,,,100,Available,,0.1,24708,812,16137,721,306,0,0,1,3,0.88,0,0,0,0,0,0,0,54.2,58.2,69,,"Thu Nov 9, 08:30",708,"Fri Dec 1, 18:15:03"
Matheus N.,Midfielder,Man City,4.8,11,1.6,0,0.3,0.1,0.3,17.4,53,,,,25,Doubtful,Muscle injury - 25% chance of playing,0.1,20868,18,34363,487,379,0,1,1,8,1.9,0,0,0,0,1,0,0,73.8,78.8,22,,"Thu Nov 16, 15:00",566,"Fri Dec 1, 18:15:03"
Olise,Midfielder,Crystal Palace,5.8,11,5.5,10,3.7,0.6,3.7,16.4,40,,2,2,100,Available,,0.2,20398,10924,13433,1042,113,1,0,0,3,2.39,0,0,0,0,0,0,3,52.2,61.2,50,,"Wed Jul 5, 16:30",236,"Fri Dec 1, 18:15:03"
Rothwell,Midfielder,Bournemouth,4.8,11,1.2,0,0.7,0.1,0.7,10.9,48,,,4,100,Available,,0,710,38,1509,45,358,0,0,0,11,2.77,0,0,0,0,0,0,0,41.6,61.8,5,,,81,"Fri Dec 1, 18:15:03"
Sinisterra,Midfielder,Bournemouth,5.5,11,1.8,1,2.7,0.5,2.7,19.9,33,,,,100,Available,,0,2166,97,1542,174,145,1,0,0,5,3.1,0,0,0,0,0,0,0,61,47.3,90,,,705,"Fri Dec 1, 18:15:03"
Young,Defender,Everton,4.4,11,0.9,0,0.3,0.1,0.3,32.6,120,,1,5,100,Available,,0.3,27569,519,63159,801,989,0,0,1,19,1.73,1,0,0,4,1,0,0,111,201.2,13,,"Sat Oct 21, 15:00",588,"Fri Dec 1, 18:15:03"
Bobb,Midfielder,Man City,4.4,10,2.5,0,1.3,0.3,2.3,8.1,39,,,,100,Available,,0.1,7780,315,6167,340,52,0,2,0,1,1.73,0,0,0,0,0,0,0,29,44.3,8,,,345,"Fri Dec 1, 18:15:03"
Danilo,Midfielder,Nottm Forest,5.3,10,1.4,2,1,0.2,1,7.6,33,,,,100,Available,,0.1,2336,139,10978,63,400,0,0,0,11,2.48,0,0,0,1,0,0,0,29.6,30.4,16,,"Thu Nov 23, 20:00",442,"Fri Dec 1, 18:15:03"
Davies,Defender,Spurs,4.3,10,1.4,1,0.7,0.2,-0.3,13.2,62,,,,100,Available,,0.4,17566,739,55432,597,268,0,1,0,4,1.34,0,0,0,0,0,0,0,97.4,11.8,23,,"Thu Nov 2, 14:30",495,"Fri Dec 1, 18:15:03"
Diego Carlos,Defender,Aston Villa,4.4,10,1.2,2,1,0.2,1,13.4,61,,,,100,Available,,0.3,19685,827,42041,397,363,0,0,0,7,1.74,0,0,0,0,0,0,0,71.6,13.8,49,,"Fri Nov 10, 02:00",41,"Fri Dec 1, 18:15:02"
Odobert,Midfielder,Burnley,5,10,2,0,0.7,0.1,0.7,16.9,44,,,,100,Available,,0,850,23,793,41,160,1,0,0,7,3.94,0,0,0,1,0,0,0,58,47.5,64,,,660,"Fri Dec 1, 18:15:03"
Odysseas,Goalkeeper,Nottm Forest,4.5,10,3.3,1,3.3,0.7,3.3,8.8,57,,,,100,Available,,0.1,10802,3427,2953,553,270,0,0,1,6,2,0,0,0,0,0,8,0,77.8,10,0,,,710,"Fri Dec 1, 18:15:03"
Pellistri,Midfielder,Man Utd,4.4,10,1.7,1,1.7,0.4,1.7,11,30,,,,100,Available,,0.3,42472,1052,33843,1206,128,0,1,0,1,0.7,0,0,0,0,0,0,0,36.2,17.3,55,,,394,"Fri Dec 1, 18:15:03"
Robinson,Defender,Sheffield Utd,4.4,10,0.8,0,1,0.2,1,32.1,165,,,,100,Available,,0.1,6433,482,8709,162,1124,0,1,0,34,2.72,0,0,0,4,0,0,0,223.8,50.8,46,,,576,"Fri Dec 1, 18:15:03"
Ugochukwu,Midfielder,Chelsea,4.4,10,1.1,1,0.7,0.2,0.7,6,44,,,,100,Available,,0.3,43255,1133,32723,934,211,0,0,1,5,2.13,0,0,0,2,0,0,0,38,20.4,2,,,613,"Fri Dec 1, 18:15:03"
Zaniolo,Midfielder,Aston Villa,5.5,10,1.1,0,0.3,0.1,0.3,29.4,-10,,,,100,Available,,0.1,11061,47,9486,433,421,0,0,1,4,0.86,0,0,0,2,0,0,0,30.4,71,196,,"Fri Nov 24, 19:00",672,"Fri Dec 1, 18:15:02"
A.Ramsey,Midfielder,Burnley,5,9,1.3,1,0.7,0.1,0.7,6.6,29,,,,100,Available,,0,8197,292,6232,187,235,0,0,0,7,2.68,0,0,0,0,0,0,0,23,21,24,,"Fri Nov 3, 12:00",675,"Fri Dec 1, 18:15:03"
Al-Dakhil,Defender,Burnley,4,9,0.9,0,0,0,0,18.2,96,,,,100,Available,,0.7,86032,554,74263,2385,855,0,0,0,22,2.32,1,0,0,1,0,0,0,119,29.6,34,,"Wed Oct 18, 22:00",157,"Fri Dec 1, 18:15:03"
Beyer,Defender,Burnley,4,9,1,0,1,0.2,1,22.4,125,,,,100,Available,,1.5,63405,1224,335783,2166,768,0,0,0,18,2.11,0,0,0,4,0,0,1,187,27.8,8,,"Sat Oct 7, 21:00",160,"Fri Dec 1, 18:15:03"
Endo,Midfielder,Liverpool,5.4,9,1.1,0,1,0.2,1.5,3.4,29,,,,100,Available,,0.1,8058,213,7216,231,211,0,0,1,2,0.85,0,0,0,1,0,0,0,27.8,6.9,0,,,668,"Fri Dec 1, 18:15:03"
Hannibal,Midfielder,Man Utd,4.4,9,3,1,0.3,0.1,0.3,9,33,,,,100,Available,,0.2,44648,287,31290,1146,122,1,0,1,1,0.74,0,0,0,1,0,0,0,48.2,28.7,13,,,383,"Fri Dec 1, 18:15:03"
Ings,Forward,West Ham,5.6,9,1,2,0.7,0.1,0.7,2.7,23,,,,100,Available,,0.7,32737,1732,151031,2156,129,0,0,0,5,3.49,0,0,0,1,0,0,0,11.4,1.5,15,,,535,"Fri Dec 1, 18:15:03"
Kiwior,Defender,Arsenal,4.3,9,2.2,0,0.3,0.1,0.8,5.3,42,,,,100,Available,,0.1,3961,112,7730,185,182,0,0,1,2,0.99,0,0,0,0,0,0,0,29.4,6.4,16,,,10,"Fri Dec 1, 18:15:02"
Lallana,Midfielder,Brighton,4.9,9,1.1,1,1,0.2,1,14.9,29,,,,100,Available,,0,3384,170,6888,111,304,0,0,1,4,1.18,0,0,0,1,0,0,0,24.4,98.4,26,,"Fri Sep 29, 14:00",138,"Fri Dec 1, 18:15:03"
Lamptey,Defender,Brighton,4,9,1.8,1,0.3,0.1,0,8.2,48,,,,0,Injured,Muscle injury - Unknown return date,6.2,672991,1052,758478,17885,171,0,2,0,6,3.16,0,0,0,2,0,0,0,44,31.1,7,,"Wed Nov 8, 17:00",139,"Fri Dec 1, 18:15:03"
Lewis-Potter,Midfielder,Brentford,4.7,9,1.3,1,0.3,0.1,0.8,9.3,16,,,,100,Available,,0,927,54,3210,18,219,0,0,0,5,2.05,0,0,0,0,0,0,0,15.2,21.8,58,,"Sat Oct 7, 21:30",107,"Fri Dec 1, 18:15:03"
M.Trésor,Midfielder,Burnley,5.5,9,1.5,0,0.3,0.1,0.3,8.9,26,,,1,100,Available,,0,3781,78,3156,143,222,0,0,0,6,2.43,0,0,0,0,0,0,0,14.4,55,19,,,706,"Fri Dec 1, 18:15:03"
Milner,Midfielder,Brighton,4.8,9,1.3,0,0.7,0.1,0.7,10.7,56,,,,100,Available,,0.1,6659,35,20653,263,350,0,0,1,7,1.8,0,0,0,2,0,0,0,45.8,58.9,2,,"Fri Nov 10, 02:00",142,"Fri Dec 1, 18:15:03"
Niakhaté,Defender,Nottm Forest,4.5,9,1.1,0,2.3,0.5,2.3,10.7,80,,,,100,Available,,0.1,3294,359,3178,202,539,0,0,1,13,2.17,0,0,0,2,1,0,1,82.6,8.4,17,,"Sun Oct 1, 19:30",457,"Fri Dec 1, 18:15:03"
O'Shea,Defender,Burnley,4.4,9,1,-1,0.3,0.1,0.3,33.9,126,,,,100,Available,,0.2,8759,1020,14346,665,765,0,1,0,26,3.06,1,0,0,0,0,0,1,215.6,56.1,66,,,173,"Fri Dec 1, 18:15:03"
P.Fornals,Midfielder,West Ham,4.7,9,1.1,0,0.3,0.1,0.3,12.4,34,,,,100,Available,,0.1,2957,64,8535,150,168,0,0,0,4,2.14,0,0,0,0,0,0,0,26,39.2,58,,,534,"Fri Dec 1, 18:15:03"
Smith,Defender,Bournemouth,4.4,9,1.8,5,2,0.5,2,9.7,42,,,,100,Available,,0,1548,381,2451,89,209,0,1,0,5,2.15,0,0,0,0,0,0,0,48.4,46.7,2,,"Sun Aug 6, 23:30",84,"Fri Dec 1, 18:15:03"
Smith Rowe,Midfielder,Arsenal,5.3,9,2.2,0,0,0,0.1,9.1,24,,,,25,Doubtful,Knee injury - 25% chance of playing,0.1,4645,13,15425,179,104,0,1,1,0,0,0,0,0,0,0,0,0,33.8,17.2,41,,"Thu Nov 2, 11:00",22,"Fri Dec 1, 18:15:02"
T.Bénie,Forward,Sheffield Utd,5.2,9,1.5,0,0,0,0,9,7,,,,100,Available,,0,7082,89,11520,94,323,0,0,0,9,2.51,0,0,0,0,0,0,0,20.4,42.3,29,,,593,"Fri Dec 1, 18:15:03"
Baleba,Midfielder,Brighton,4.5,8,1.1,1,0.3,0.1,0.3,7.1,29,,,,100,Available,,0.1,14385,358,6905,580,277,0,0,0,7,2.27,0,0,0,2,0,0,0,41,16.2,14,,,690,"Fri Dec 1, 18:15:03"
Basham,Defender,Sheffield Utd,4,8,1,0,0,0,0,11.1,35,,,,0,Injured,Leg injury - Unknown return date,0.5,96040,37,95738,1533,316,0,0,0,6,1.71,0,0,0,1,0,0,0,69.2,27.4,14,,"Sat Oct 7, 21:00",474,"Fri Dec 1, 18:15:03"
Bassey,Defender,Fulham,4.4,8,0.9,1,1.3,0.3,0.8,12,80,,,,100,Available,,0.2,8495,228,24739,317,575,0,0,0,12,1.88,0,0,0,0,1,0,0,105.2,5.7,9,,"Thu Sep 28, 03:30",610,"Fri Dec 1, 18:15:03"
Boubacar Traore,Midfielder,Wolves,4.4,8,1,0,0.3,0.1,-0.2,6.9,39,,,,100,Available,,0.4,33344,320,48180,865,254,0,0,0,9,3.19,0,0,0,1,0,0,0,33.2,25.3,9,,,574,"Fri Dec 1, 18:15:03"
Clyne,Defender,Crystal Palace,4.4,8,2.7,0,0.3,0.1,0.3,2,30,,,,100,Available,,0.1,5737,96,9658,267,130,0,0,1,0,0,0,0,0,0,0,0,0,10.4,3.6,6,,,222,"Fri Dec 1, 18:15:03"
Doyle,Midfielder,Wolves,4.4,8,1.1,1,1.3,0.3,0.8,8,39,,4,2,100,Available,,0.1,7591,397,5038,267,174,0,0,1,3,1.55,0,0,0,1,0,0,0,43,30,7,,"Sat Sep 23, 21:30",351,"Fri Dec 1, 18:15:03"
Enciso,Midfielder,Brighton,5.1,8,4,0,0,0,0,9.4,30,,,,0,Injured,Knee injury - Unknown return date,0.5,46488,26,382038,549,68,0,2,0,1,1.32,0,0,0,1,0,0,0,39,25,30,,"Wed Aug 23, 21:00",130,"Fri Dec 1, 18:15:03"
Fábio Silva,Forward,Wolves,5.3,8,1,0,0,0,-0.5,16.9,7,,,,100,Available,,0.2,14725,382,26646,553,259,0,0,1,8,2.78,0,0,0,2,0,0,0,25.2,51.6,93,,,552,"Fri Dec 1, 18:15:03"
H.Bueno,Defender,Wolves,4.4,8,1.3,0,0,0,-0.5,8.4,38,,,,100,Available,,0.1,4991,70,11575,90,140,0,0,1,3,1.93,1,0,0,0,0,0,0,30.8,37.5,16,,"Fri Oct 6, 16:00",548,"Fri Dec 1, 18:15:03"
J.Ramsey,Midfielder,Aston Villa,5.9,8,2.7,1,0.3,0.1,0.3,7.6,24,,,,100,Available,,0.1,7627,380,15676,91,49,1,0,0,0,0,0,0,0,0,0,0,0,45.8,1.6,28,,"Wed Oct 4, 15:30",55,"Fri Dec 1, 18:15:02"
Miley,Midfielder,Newcastle,4.5,8,4,6,2.7,0.6,2.7,5.6,38,,,,100,Available,,0.1,5010,3177,2770,248,155,0,1,0,2,1.16,0,0,0,0,0,0,1,27,18.6,11,,"Fri Oct 20, 11:00",635,"Fri Dec 1, 18:15:03"
O.Dango,Midfielder,Bournemouth,4.7,8,1.1,0,0.3,0.1,0.3,17.7,27,,,,100,Available,,0,811,30,4669,45,221,0,0,1,5,2.04,0,0,0,1,0,0,0,38.4,55.2,82,,"Sat Aug 12, 21:30",78,"Fri Dec 1, 18:15:03"
Osborn,Midfielder,Sheffield Utd,4.8,8,1,1,1,0.2,1,9.3,32,,,,100,Available,,0,714,13,2636,14,298,0,0,0,5,1.51,0,0,0,2,0,0,0,36.2,52,7,,"Sun Aug 27, 23:00",489,"Fri Dec 1, 18:15:03"
Rak-Sakyi,Midfielder,Crystal Palace,4.5,8,1.3,0,0,0,0,11,21,,,,0,Injured,Hamstring injury - Unknown return date,0,5064,10,3706,176,132,0,0,1,3,2.05,0,0,0,0,0,0,0,23.2,28.2,58,,"Sat Nov 4, 19:30",657,"Fri Dec 1, 18:15:03"
Roberts,Defender,Burnley,4.4,8,0.9,0,0,0,0,22.5,102,,,,100,Available,,0.2,13837,94,27051,403,733,0,1,0,21,2.58,0,0,0,2,1,0,0,125,92.7,8,,"Sat Oct 21, 17:30",176,"Fri Dec 1, 18:15:03"
Skipp,Midfielder,Spurs,4.6,8,1,1,0.7,0.2,-0.3,7.4,38,,,,100,Available,,0.1,6249,404,20633,243,192,0,0,0,6,2.81,0,0,0,1,0,0,0,29.8,39.1,8,,,515,"Fri Dec 1, 18:15:03"
Ahamada,Midfielder,Crystal Palace,4.3,7,1,1,1,0.2,1,2,22,,,,100,Available,,1.1,151393,7316,70553,5745,87,0,0,0,3,3.1,0,0,0,0,0,0,0,8.8,6.2,4,,"Fri Sep 22, 13:30",219,"Fri Dec 1, 18:15:03"
Amrabat,Midfielder,Man Utd,5,7,1.2,1,0.3,0.1,0.3,11.5,37,,,,100,Available,,0.1,30143,421,21538,1084,330,0,0,0,4,1.09,0,0,0,2,0,0,0,62.8,48.5,3,,"Wed Oct 18, 22:00",709,"Fri Dec 1, 18:15:03"
Cucurella,Defender,Chelsea,4.8,7,1,-1,-0.3,-0.1,0,23.6,85,,,,0,Suspended,Suspended until 06 Dec,0.5,50280,333,65636,5812,575,0,0,1,12,1.88,0,0,0,5,0,0,0,111,74.2,51,,"Sat Nov 25, 20:30",198,"Fri Dec 1, 18:15:03"
Igor,Defender,Brighton,4.3,7,1.4,0,1.3,0.3,1.3,8.3,55,,,,100,Available,,0.1,12234,122,14472,983,333,0,0,0,6,1.62,0,0,0,1,0,0,1,49.8,28.1,5,,"Fri Nov 24, 20:30",606,"Fri Dec 1, 18:15:03"
James,Defender,Chelsea,5.4,7,1.2,-3,1,0.2,0,25.6,78,,2,,0,Suspended,Suspended until 06 Dec,4.4,413684,3163,1499473,54089,315,0,1,0,11,3.14,0,0,0,0,1,0,0,88.8,113.6,53,,"Sat Nov 25, 19:00",206,"Fri Dec 1, 18:15:03"
Madueke,Midfielder,Chelsea,5.3,7,1.2,1,0.3,0.1,0.3,8.7,23,,,,100,Available,,0.1,6918,109,12422,189,119,0,0,0,3,2.27,0,0,0,0,0,0,0,10.2,36.9,40,,"Sun Sep 17, 20:30",208,"Fri Dec 1, 18:15:03"
Mee,Defender,Brentford,4.8,7,1.4,2,1.3,0.3,1.8,12.3,59,,,,100,Available,,1.5,55576,19082,492778,1881,332,0,0,0,7,1.9,0,0,0,0,0,0,0,68.2,37.7,17,,"Mon Sep 18, 13:00",109,"Fri Dec 1, 18:15:03"
Thomas,Defender,Sheffield Utd,4,7,0.7,0,1.3,0.3,1.3,23.2,74,,,,100,Available,,0.1,9555,307,4330,243,782,0,0,0,25,2.88,0,0,0,2,0,0,0,113.8,52.9,64,,,693,"Fri Dec 1, 18:15:03"
Thomas,Midfielder,Arsenal,4.8,7,1.8,0,0,0,0,13.1,58,,,,0,Injured,Muscle injury - Unknown return date,0.2,8500,10,36006,207,250,0,0,1,2,0.72,0,0,0,0,0,0,0,55.8,60,15,,"Wed Oct 25, 12:00",15,"Fri Dec 1, 18:15:02"
Trusty,Defender,Sheffield Utd,3.9,7,0.9,1,1.7,0.4,1.7,14.6,80,,,,100,Available,,1.8,153570,11051,82323,3476,555,0,0,0,17,2.76,0,0,0,1,0,0,0,119.8,16.6,10,,,27,"Fri Dec 1, 18:15:03"
Vitinho,Defender,Burnley,4.4,7,1,1,1,0.2,1,9.4,51,,,,100,Available,,0.1,3906,769,10863,216,509,0,0,0,14,2.48,0,0,0,0,0,0,0,36,42.4,16,,"Thu Aug 31, 02:00",182,"Fri Dec 1, 18:15:03"
Williams,Defender,Nottm Forest,4.3,7,1.2,1,0.7,0.2,0.7,11.2,22,,3,2,100,Available,,0.2,6064,275,16566,257,122,0,0,0,2,1.48,0,0,0,0,0,0,0,49.4,49.6,12,,,467,"Fri Dec 1, 18:15:03"
Woodrow,Forward,Luton,4.4,7,1,0,0,0,0,10.6,29,3,,,0,Injured,Calf injury - Expected back 02 Dec,0.9,122298,356,111892,3963,74,0,0,0,2,2.43,0,0,0,0,0,0,0,26,49.3,32,,"Fri Nov 10, 17:30",340,"Fri Dec 1, 18:15:03"
Yarmoliuk,Midfielder,Brentford,4.4,7,1.4,3,1.7,0.4,2.2,6.1,13,,,,100,Available,,0.6,43113,1479,65225,850,129,0,0,1,1,0.7,0,0,0,0,0,0,0,15.6,4.4,41,,,120,"Fri Dec 1, 18:15:03"
Buonanotte,Midfielder,Brighton,4.7,6,1.2,0,1.3,0.3,1.3,8,8,,,,100,Available,,0,1762,67,4798,103,165,0,1,0,2,1.09,0,0,0,2,0,0,0,25.2,29.2,25,,,125,"Fri Dec 1, 18:15:03"
Chukwuemeka,Midfielder,Chelsea,4.3,6,3,0,0,0,0,9.9,23,,,,0,Injured,Knee injury - Unknown return date,1.3,225446,1055,367902,6372,125,1,0,0,2,1.44,0,0,0,2,0,0,0,34.8,25.1,39,,"Wed Oct 18, 22:00",196,"Fri Dec 1, 18:15:03"
Dobbin,Midfielder,Everton,4.5,6,1.5,1,0.3,0.1,0.3,5.1,13,,,,100,Available,,0.1,8868,101,7211,150,118,0,0,1,2,1.53,0,0,0,0,0,0,0,13.2,13,26,,,624,"Fri Dec 1, 18:15:03"
Doherty,Defender,Wolves,4.3,6,0.9,1,0.3,0.1,-0.2,15.6,32,,,,100,Available,,0.2,10523,233,22023,377,320,0,0,0,7,1.97,0,0,0,1,0,0,0,51.4,63.1,42,,,598,"Fri Dec 1, 18:15:03"
Giles,Defender,Luton,4.3,6,1,0,0.3,0.1,-0.2,15.1,48,,,2,100,Available,,0.1,8830,43,16372,198,283,0,0,0,8,2.54,0,0,0,0,0,0,0,43.4,89.8,17,,,553,"Fri Dec 1, 18:15:03"
Jones,Midfielder,Liverpool,4.9,6,1,1,0.3,0.1,0.8,7.4,31,,,,100,Available,,0,3379,294,12532,79,331,0,0,1,5,1.36,0,0,0,1,1,0,0,38.8,19.4,20,,"Sun Nov 5, 22:00",300,"Fri Dec 1, 18:15:03"
Kouyaté,Midfielder,Nottm Forest,4.8,6,0.9,0,0,0,0,4.6,22,,,,100,Available,,0,702,38,1916,32,71,0,0,0,3,3.8,0,0,0,1,0,0,0,27.8,12.2,6,,,451,"Fri Dec 1, 18:15:03"
Livramento,Defender,Newcastle,4.3,6,0.9,2,0.7,0.2,0.7,8.6,34,,,,100,Available,,0.6,59152,5984,25347,1652,226,0,0,0,3,1.19,0,0,0,1,0,0,0,51.2,27.1,6,,,633,"Fri Dec 1, 18:15:03"
Maatsen,Midfielder,Chelsea,5.1,6,0.9,0,0,0,0,7.9,17,,,,100,Available,,0.1,2517,100,9658,96,107,0,0,0,1,0.84,0,0,0,1,0,0,0,19,41,19,,,609,"Fri Dec 1, 18:15:03"
Osula,Forward,Sheffield Utd,4.3,6,1.2,1,0.7,0.2,0.7,5.8,2,,,,100,Available,,1.3,137901,18267,166603,4918,243,0,0,0,3,1.11,0,0,0,2,0,0,0,7,6,48,,"Wed Sep 13, 01:00",490,"Fri Dec 1, 18:15:03"
Periši?,Defender,Spurs,4.7,6,1.2,0,0,0,0,14,34,,,,0,Injured,Knee injury - Expected back 01 Jun,0.8,58309,47,284384,984,98,0,1,0,1,0.92,0,0,0,2,0,0,0,41.6,71.2,27,,"Wed Sep 20, 12:30",507,"Fri Dec 1, 18:15:03"
Redmond,Midfielder,Burnley,4.8,6,1,0,0.3,0.1,0.3,5.1,21,,,,100,Available,,0,607,18,4312,33,88,0,0,0,4,4.09,0,0,0,0,0,0,0,14,28.9,8,,"Thu Sep 28, 17:00",600,"Fri Dec 1, 18:15:03"
Brewster,Forward,Sheffield Utd,4.9,5,1,0,0.3,0.1,0,5.4,10,3,,,0,Injured,Knee injury - Unknown return date,0,2496,31,7141,121,163,0,0,0,5,2.76,0,0,0,0,0,0,0,11.8,14.5,27,,"Sat Nov 4, 19:30",477,"Fri Dec 1, 18:15:03"
Martinez,Defender,Man Utd,4.7,5,1,0,0,0,0,11.9,74,,,,0,Injured,Foot injury - Expected back 14 Jan,2.4,83160,74,564723,2879,375,0,1,0,8,1.92,1,0,0,2,0,0,0,74,43.5,2,,"Sat Sep 23, 22:30",391,"Fri Dec 1, 18:15:03"
Moore,Forward,Bournemouth,4.7,5,1,0,0,0,0,6.3,10,,,,100,Available,,0.2,14396,391,39307,741,83,0,0,0,1,1.08,0,0,0,0,0,0,0,3,17.2,45,,,76,"Fri Dec 1, 18:15:03"
Muniz,Forward,Fulham,4.4,5,1,0,0.7,0.2,0,9.2,3,,,,0,Injured,Knee injury - Expected back 10 Dec,0.5,60565,283,67010,1711,132,0,0,1,2,1.36,0,0,0,1,0,0,0,9.8,33.5,52,,"Sat Nov 4, 15:30",279,"Fri Dec 1, 18:15:03"
Nelson,Midfielder,Arsenal,4.9,5,1,0,0.3,0.1,0.8,5.3,17,,,,100,Available,,0,5788,113,6519,191,61,0,0,0,0,0,0,0,0,0,0,0,0,10.8,32.4,10,,"Mon Aug 7, 15:30",578,"Fri Dec 1, 18:15:02"
Origi,Forward,Nottm Forest,5,5,0.8,1,0.7,0.1,0.7,4.3,15,,,,100,Available,,0.1,25640,1216,19808,499,86,0,0,0,0,0,0,0,0,1,0,0,0,7.2,15,23,,"Sat Oct 21, 19:00",714,"Fri Dec 1, 18:15:03"
