Name,Position,Team,Current Price,Total Points,Points Per Game,Event Points,Form,Value Form,EP Next,ICT Index,BPS,Penalties Order,Direct Freekick Order,Corners/ Indirect Order,Chance Of Playing,Availability,News,Selected By Percent,Transfers In,Transfers In Event,Transfers Out,Transfers Out Event,Minutes,Goals Scored,Assists,Clean Sheets,Goals Conceded,Goals Conceded per 90,Own Goals,Penalties Saved,Penalties Missed,Yellow Cards,Red Cards,Saves,Bonus,Influence,Creativity,Threat,In Dreamteam,News Added,ID,Fetched From FPL (London time)
Salah,Midfielder,Liverpool,13.2,130,7.6,3,5.8,0.4,5.8,188.3,387,2,4,,100,Available,,53.8,3751931,68363,1154391,14615,1470,11,7,6,14,0.86,0,0,1,1,0,0,17,626.6,539.5,715,1,,308,"Tue Dec 19, 16:15:01"
Son,Midfielder,Spurs,9.8,115,6.8,2,6.6,0.7,6.6,150,368,1,3,,100,Available,,42.3,5649490,113488,2123930,22162,1420,10,4,6,21,1.33,1,0,0,1,0,0,16,526,416.5,558,1,"Fri Dec 8, 00:00",516,"Tue Dec 19, 16:15:02"
Haaland,Forward,Man City,13.9,112,7.5,0,3.2,0.2,0,159.8,417,1,3,,50,Doubtful,Foot injury - 50% chance of playing,65.9,1248765,7416,3471282,421551,1294,14,5,4,16,1.11,0,0,1,1,0,0,15,588.6,197.5,810,1,"Sun Dec 10, 18:00",355,"Tue Dec 19, 16:15:01"
Watkins,Forward,Aston Villa,8.6,108,6.4,9,5.6,0.7,6.1,149.7,370,2,,,100,Available,,47.3,4947163,366892,2638684,6938,1489,9,9,4,21,1.27,0,0,0,3,0,0,14,490,321.7,684,1,"Thu Nov 30, 23:30",60,"Tue Dec 19, 16:15:01"
Saka,Midfielder,Arsenal,9,97,6.1,3,5.2,0.6,5.2,164.2,361,1,,1,100,Available,,58.6,3575353,27087,3535809,43470,1393,5,8,6,15,0.97,0,0,0,1,0,0,11,481.8,634.1,525,1,"Thu Nov 9, 08:30",19,"Tue Dec 19, 16:15:01"
Bowen,Midfielder,West Ham,7.7,94,5.9,8,3.8,0.5,3.3,126.5,266,4,,2,100,Available,,21.8,4241635,53478,2581167,29479,1440,10,1,2,29,1.81,0,0,0,1,0,0,8,486.8,170,608,1,"Sun Nov 19, 22:30",526,"Tue Dec 19, 16:15:02"
Gordon,Midfielder,Newcastle,6.2,89,5.6,6,6.6,1.1,7.6,110.6,281,,,2,100,Available,,24.5,3469367,127524,1032891,22921,1306,6,6,8,16,1.1,0,0,0,6,0,0,8,395.2,292.9,422,1,"Thu Dec 14, 00:30",412,"Tue Dec 19, 16:15:01"
Mbeumo,Midfielder,Brentford,6.9,87,5.8,0,2.6,0.4,0,122.1,250,2,2,1,0,Injured,Ankle injury - Expected back 09 Mar,9.8,4622340,270,4686529,136657,1286,7,4,3,20,1.4,0,0,0,1,0,0,9,384.2,397.6,440,,"Wed Dec 6, 23:30",108,"Tue Dec 19, 16:15:01"
Alexander-Arnold,Defender,Liverpool,8.2,84,5.6,9,9.2,1.1,9.2,108.9,373,,1,1,100,Available,,17.1,1312187,72965,1372352,9456,1228,2,3,6,12,0.88,0,0,0,3,0,0,15,345.2,616.2,127,1,"Mon Sep 4, 05:00",290,"Tue Dec 19, 16:15:01"
J.Alvarez,Forward,Man City,6.9,82,4.8,2,3.2,0.5,0,128,333,3,2,2,100,Available,,29.2,4865152,51587,2594508,212977,1409,4,8,6,15,0.96,0,0,0,2,0,0,11,345,595.9,339,,,343,"Tue Dec 19, 16:15:01"
Trippier,Defender,Newcastle,6.9,82,5.1,0,2.6,0.4,3.6,117.9,403,,1,1,100,Available,,42.9,3472584,83558,2525693,52421,1392,0,7,6,21,1.36,0,0,0,5,0,0,18,441.2,681.2,57,1,"Sun Dec 10, 19:30",430,"Tue Dec 19, 16:15:01"
Solanke,Forward,Bournemouth,6.8,79,4.6,6,4.6,0.7,4.6,114.7,243,1,,,100,Available,,18.2,2100402,248916,544901,10166,1515,9,1,4,29,1.72,0,0,0,1,0,0,7,367.2,170.4,609,,"Thu Sep 28, 03:30",85,"Tue Dec 19, 16:15:01"
Hee Chan,Midfielder,Wolves,5.8,78,4.6,2,4.4,0.8,4.4,86,232,1,,,100,Available,,11.6,1627790,18682,460891,76328,1221,8,2,1,21,1.55,0,0,0,4,0,0,7,353,179.8,325,,"Sat Aug 26, 21:00",557,"Tue Dec 19, 16:15:02"
Kulusevski,Midfielder,Spurs,7.1,77,4.5,14,6.2,0.9,6.2,148.1,270,,,3,100,Available,,4.1,565204,102338,326076,3987,1491,5,2,6,18,1.09,0,0,0,3,0,0,9,394.4,544,542,,,501,"Tue Dec 19, 16:15:02"
Sterling,Midfielder,Chelsea,7.1,77,4.5,6,3.4,0.5,3.4,113,215,4,4,,100,Available,,12,2855442,25671,1978493,31239,1329,5,5,3,23,1.56,0,0,0,4,0,0,6,314.8,325.7,490,,,216,"Tue Dec 19, 16:15:01"
A.Doucoure,Midfielder,Everton,5.6,76,4.5,1,4.8,0.9,3.6,108.3,244,,,,75,Doubtful,Hamstring injury - 75% chance of playing,2.2,379022,6984,184425,35075,1442,6,2,5,20,1.25,0,0,0,4,0,0,7,339,293.6,447,,"Sat Dec 16, 22:30",249,"Tue Dec 19, 16:15:01"
Foden,Midfielder,Man City,7.6,76,4.5,5,4.2,0.6,0,122.7,304,,,3,100,Available,,11.1,1808087,11787,1624544,67523,1334,4,4,5,17,1.15,0,0,0,1,0,0,8,355.2,457.8,412,,,353,"Tue Dec 19, 16:15:01"
Diaby,Midfielder,Aston Villa,6.7,74,4.4,2,1.8,0.3,2.3,94.8,227,,,,100,Available,,10.3,2127296,22626,1799424,41305,1119,3,7,3,17,1.37,0,0,0,0,0,0,5,262.8,343.9,341,,"Sat Sep 30, 23:00",599,"Tue Dec 19, 16:15:01"
Douglas Luiz,Midfielder,Aston Villa,5.5,74,4.6,0,2.8,0.5,3.3,97.5,338,1,1,1,100,Available,,6.7,1532551,13856,1139738,42551,1383,5,2,4,20,1.3,0,0,0,5,0,0,12,401.8,363.6,209,,"Sat Dec 9, 20:00",43,"Tue Dec 19, 16:15:01"
Palmer,Midfielder,Chelsea,5.6,73,4.9,14,5.2,0.9,5.2,101.8,258,1,1,2,100,Available,,21.8,2597613,232102,390448,8711,970,6,4,2,18,1.67,0,0,0,4,0,0,8,364.4,327.4,328,,"Sun Oct 8, 10:00",362,"Tue Dec 19, 16:15:01"
Saliba,Defender,Arsenal,5.5,72,4.2,7,3.4,0.6,3.4,43.8,334,,,,100,Available,,35.5,3028405,25086,1513729,24582,1530,1,1,7,15,0.88,0,0,0,1,0,0,6,318.8,62.8,55,1,"Mon Oct 9, 08:30",20,"Tue Dec 19, 16:15:01"
Ødegaard,Midfielder,Arsenal,8.4,71,5.1,3,4.6,0.5,4.6,114.2,263,2,1,3,100,Available,,14.7,1370338,10524,2315476,19486,1239,4,3,6,12,0.87,0,0,0,1,0,0,9,334.2,494.3,314,,"Sat Nov 4, 21:00",14,"Tue Dec 19, 16:15:01"
Gross,Midfielder,Brighton,6.4,70,4.7,1,5.8,0.9,5.8,132,297,2,1,1,100,Available,,3.1,400894,10926,485959,11244,1281,3,5,1,20,1.41,0,0,0,3,0,0,13,444.4,628.7,246,,"Fri Sep 22, 14:00",134,"Tue Dec 19, 16:15:01"
Ward-Prowse,Midfielder,West Ham,6.1,70,4.4,3,3.2,0.5,2.7,109.3,348,,1,1,100,Available,,9.2,2234516,5636,1419409,36845,1412,3,5,2,29,1.85,0,0,0,3,0,0,9,423.4,494.1,176,,,664,"Tue Dec 19, 16:15:02"
Leno,Goalkeeper,Fulham,4.8,69,4.1,3,4.2,0.9,4.7,57.9,391,,,,100,Available,,16.7,1473461,87851,675479,5274,1530,0,0,5,29,1.71,1,0,0,0,0,73,10,580,0.1,0,1,,275,"Tue Dec 19, 16:15:01"
A.Becker,Goalkeeper,Liverpool,5.6,68,4.5,6,2.4,0.4,2.4,39.9,330,,,,100,Available,,10.6,831628,27058,847973,5618,1350,0,0,5,12,0.8,0,0,0,1,0,49,9,389.8,10.1,0,,"Sat Nov 25, 19:00",291,"Tue Dec 19, 16:15:01"
McGinn,Midfielder,Aston Villa,5.5,68,4,2,3.4,0.6,3.9,91.9,267,,,3,100,Available,,1.7,202711,14243,93077,6046,1441,4,2,4,19,1.19,0,0,0,4,0,0,8,336.6,374.5,206,,"Mon Nov 20, 10:00",50,"Tue Dec 19, 16:15:01"
Onana,Goalkeeper,Man Utd,4.8,68,4,10,5,1,5.5,50.8,346,,,,100,Available,,14.8,821705,15675,2080470,13343,1530,0,0,6,21,1.24,0,0,0,3,0,65,5,506.4,0.2,0,,"Sun Nov 19, 22:30",597,"Tue Dec 19, 16:15:01"
Pedro Porro,Defender,Spurs,5.5,68,4.2,8,4.6,0.8,4.6,102.3,374,,1,2,100,Available,,21.7,2629387,199573,712070,6363,1437,0,6,5,21,1.32,0,0,0,3,0,0,9,382.2,476.1,164,,,506,"Tue Dec 19, 16:15:02"
Szoboszlai,Midfielder,Liverpool,7.1,68,4,3,3.6,0.5,3.6,95.8,300,,2,4,100,Available,,6.1,820725,3567,664376,23021,1415,2,4,7,13,0.83,0,0,0,1,0,0,6,290.2,478.2,190,,,309,"Tue Dec 19, 16:15:01"
Zinchenko,Defender,Arsenal,5.2,68,4.2,8,4.8,0.9,4.8,61.9,295,,,,100,Available,,12.9,1246342,21908,635885,16579,1049,1,1,6,8,0.69,0,0,0,2,0,0,11,248.8,280.2,91,,,31,"Tue Dec 19, 16:15:01"
Cunha,Forward,Wolves,5.7,67,3.9,2,5.6,1,5.6,111.6,248,2,,,100,Available,,6.1,773490,68695,203014,15861,1419,5,3,2,26,1.65,0,0,0,2,0,0,6,393.6,216.7,504,,"Fri Aug 11, 13:30",590,"Tue Dec 19, 16:15:02"
White,Defender,Arsenal,5.6,66,4.1,5,2.6,0.5,2.6,62.1,302,,,,100,Available,,11.2,1281298,5835,1147225,14062,1229,1,2,6,14,1.03,0,0,0,3,0,0,7,300.4,228.4,93,,"Sun Nov 12, 02:00",29,"Tue Dec 19, 16:15:01"
Bernardo,Midfielder,Man City,6.4,65,4.6,2,3.2,0.5,0,105.2,302,,,3,100,Available,,3.3,447675,4269,590451,33863,1178,4,3,2,17,1.3,0,0,0,3,0,0,10,377.2,420.4,254,,"Wed Sep 20, 09:00",344,"Tue Dec 19, 16:15:01"
Andersen,Defender,Crystal Palace,5,64,3.8,0,0.8,0.2,0.8,80.7,323,,,,100,Available,,19.3,2879414,10648,1199170,61054,1530,2,1,5,25,1.47,0,0,0,4,0,0,9,460,169.6,178,,,220,"Tue Dec 19, 16:15:01"
B.Fernandes,Midfielder,Man Utd,8.2,64,4,0,1.8,0.2,2.3,141.7,279,1,1,2,100,Available,,10.2,1317126,5428,2898064,24974,1440,3,3,5,21,1.31,0,0,1,5,0,0,10,423.8,691.7,302,,"Sat Dec 9, 17:30",373,"Tue Dec 19, 16:15:01"
Kudus,Midfielder,West Ham,6.7,64,4.6,16,7.8,1.2,7.3,61.8,213,,,,100,Available,,4.6,625901,88076,174040,7679,781,5,3,1,19,2.19,0,0,0,2,0,0,9,283.2,169.7,166,,"Sat Dec 2, 00:00",689,"Tue Dec 19, 16:15:02"
Rice,Midfielder,Arsenal,5.4,64,3.8,3,3.6,0.7,3.6,76.6,310,,4,,100,Available,,5.4,437820,4879,556154,11803,1473,3,1,7,14,0.86,0,0,0,1,0,0,7,382.6,218.8,164,,"Sun Sep 24, 22:30",540,"Tue Dec 19, 16:15:01"
Tarkowski,Defender,Everton,4.5,64,3.8,6,5.4,1.2,5.4,68.8,303,,,,100,Available,,4.5,573578,41979,324441,4890,1530,1,1,6,20,1.18,0,0,0,2,0,0,6,395.6,126.5,164,,"Sun Aug 6, 23:30",265,"Tue Dec 19, 16:15:01"
Darwin,Forward,Liverpool,7.6,63,3.9,1,1.8,0.2,1.8,96.5,171,3,,,100,Available,,15.9,2467190,14589,2289737,88402,943,4,7,4,9,0.86,0,0,0,4,0,0,4,278.4,186.6,500,,,293,"Tue Dec 19, 16:15:01"
Maddison,Midfielder,Spurs,7.8,63,5.7,0,0,0,0,109.6,230,2,2,1,0,Injured,Ankle injury - Expected back 14 Jan,8.4,4217599,250,4770163,15304,882,3,6,5,8,0.82,0,0,0,2,0,0,6,330,451,316,,"Mon Nov 6, 23:30",504,"Tue Dec 19, 16:15:02"
Bailey,Midfielder,Aston Villa,5.6,62,4.1,3,4.8,0.9,5.3,72.5,193,,,4,100,Available,,2.4,430768,21470,280509,11482,613,5,5,2,9,1.32,0,0,0,2,0,0,4,295.2,203,227,,"Fri Dec 15, 09:30",34,"Tue Dec 19, 16:15:01"
Mykolenko,Defender,Everton,4.6,62,5.2,0,4,0.9,3,49.7,226,,,,75,Doubtful,Muscle injury - 75% chance of playing,6.1,746684,3745,150559,42468,1077,2,1,5,11,0.92,0,0,0,1,0,0,7,281.2,79.4,137,,"Thu Dec 14, 18:00",260,"Tue Dec 19, 16:15:01"
Pickford,Goalkeeper,Everton,4.4,62,3.6,6,6.2,1.4,6.2,37.2,297,,,,100,Available,,8.6,432609,51645,990228,5565,1530,0,0,6,20,1.18,1,0,0,2,0,42,6,332.2,40.2,0,,"Fri Dec 8, 13:30",263,"Tue Dec 19, 16:15:01"
Andreas,Midfielder,Fulham,5.3,61,3.6,2,5.4,1,5.9,84.4,220,2,3,1,100,Available,,1.1,187315,12714,184516,3004,1155,1,6,6,19,1.48,0,0,0,2,0,0,3,225.8,497.6,121,,"Sat Aug 26, 21:00",267,"Tue Dec 19, 16:15:01"
Mitoma,Midfielder,Brighton,6.5,61,3.8,1,1.6,0.2,1.6,113.7,200,,,,100,Available,,21.6,2881227,8339,4504073,54426,1238,3,5,0,24,1.74,0,0,0,4,0,0,7,283.8,340.6,511,,"Thu Nov 16, 15:00",143,"Tue Dec 19, 16:15:01"
Romero,Defender,Spurs,4.9,61,4.4,7,3.4,0.7,3.4,56.9,285,,,,100,Available,,11,2371586,49845,1592469,5680,1125,3,0,5,14,1.12,1,0,0,4,1,0,11,381,87.8,98,,"Mon Nov 6, 23:30",511,"Tue Dec 19, 16:15:02"
Virgil,Defender,Liverpool,6.2,61,4.1,6,5,0.8,5,73.9,305,,3,,100,Available,,10.1,747026,18553,787435,10756,1287,1,2,5,14,0.98,0,0,0,1,1,0,7,438,95,204,,"Thu Nov 9, 08:30",313,"Tue Dec 19, 16:15:01"
McTominay,Midfielder,Man Utd,4.9,60,4.3,3,4.8,1,5.3,67.1,185,,,,100,Available,,2.3,356347,8300,139720,13186,966,5,0,5,12,1.12,0,0,0,0,0,0,5,300.8,59.5,309,,"Wed Sep 27, 09:00",392,"Tue Dec 19, 16:15:01"
Pau,Defender,Aston Villa,4.7,60,3.5,2,4.4,0.9,3.7,53.5,301,,,,75,Doubtful,Knock - 75% chance of playing,7.1,750969,50224,285782,18683,1489,2,0,4,19,1.15,0,0,0,1,0,0,4,310.8,120.7,103,,"Mon Dec 18, 00:00",584,"Tue Dec 19, 16:15:01"
Vicario,Goalkeeper,Spurs,5.3,60,3.5,6,2.6,0.5,2.6,42.6,334,,,,100,Available,,8.6,1155215,32989,499751,7222,1530,0,0,5,23,1.35,0,0,0,2,0,50,5,426,0,0,,,520,"Tue Dec 19, 16:15:02"
Willian,Midfielder,Fulham,5.3,60,4,0,5.6,1.1,6.1,79.1,214,1,2,2,100,Available,,1.1,151448,12665,101751,6819,1000,4,2,4,15,1.35,0,0,0,1,0,0,6,252.4,298.4,242,,"Sun Dec 10, 23:00",591,"Tue Dec 19, 16:15:01"
Edouard,Forward,Crystal Palace,5.5,59,3.9,0,2.6,0.5,0,96.6,197,3,3,,0,Injured,Knee injury - Unknown return date,2.7,972585,186,926947,45564,1243,6,0,4,16,1.16,0,0,0,3,0,0,9,295,183.6,485,,"Sat Dec 9, 16:30",225,"Tue Dec 19, 16:15:01"
Neto,Goalkeeper,Bournemouth,4.6,59,3.9,2,4,0.9,4,41.7,288,,,,100,Available,,3.2,386865,14478,164635,6726,1350,0,0,4,24,1.6,0,1,0,3,0,53,8,415.8,0,0,,"Fri Oct 27, 13:30",77,"Tue Dec 19, 16:15:01"
Sanchez,Goalkeeper,Chelsea,4.7,59,3.7,0,3.2,0.7,0,45.2,317,,,,0,Injured,Knee injury - Expected back 03 Feb,6.4,995512,192,707732,108995,1433,0,0,3,25,1.57,0,1,0,2,0,53,7,450.6,0.1,0,,"Sun Dec 10, 23:00",145,"Tue Dec 19, 16:15:01"
Isak,Forward,Newcastle,7.6,58,4.8,0,2.8,0.4,3.8,68.3,213,2,,,100,Available,,17,2603689,56975,3024610,53072,814,7,0,3,13,1.44,0,0,0,0,0,0,8,257.6,91.7,335,,"Wed Oct 25, 22:30",415,"Tue Dec 19, 16:15:01"
Jensen,Midfielder,Brentford,5.4,58,4.8,0,0,0,0,64.9,217,,3,2,0,Injured,Thigh injury - Expected back 27 Dec,1,442198,16,437124,10287,905,3,3,5,13,1.29,0,0,0,2,0,0,8,259.4,306.7,85,,"Mon Nov 27, 21:30",106,"Tue Dec 19, 16:15:01"
N.Jackson,Forward,Chelsea,6.9,58,3.6,6,3.2,0.5,3.2,107.6,198,3,,,100,Available,,6.8,1539275,50965,2387186,10733,1190,7,1,4,21,1.59,0,0,0,7,0,0,5,334.6,168.3,577,,"Wed Oct 11, 10:30",211,"Tue Dec 19, 16:15:01"
Dalot,Defender,Man Utd,5.1,57,3.6,3,3.8,0.7,0,71.6,304,,,4,0,Suspended,Suspended until 26 Dec,4,579095,3540,389613,40657,1374,1,1,5,20,1.31,0,0,0,3,1,0,8,315.6,317.3,82,,"Sun Dec 17, 21:30",377,"Tue Dec 19, 16:15:01"
L.Paquetá,Midfielder,West Ham,6,57,3.6,14,4.4,0.7,3.9,85.3,243,3,,,100,Available,,1.7,210768,11746,232578,1993,1395,2,4,3,24,1.55,0,0,0,5,0,0,5,318,376.1,159,,"Sun Oct 29, 22:00",539,"Tue Dec 19, 16:15:02"
Nketiah,Forward,Arsenal,5.4,57,3.6,4,1.4,0.3,1.4,59.1,177,,,,100,Available,,5.6,1521606,6208,1390328,19737,830,5,3,6,6,0.65,0,0,0,2,0,0,5,198.8,106.8,297,,"Thu Nov 9, 08:30",13,"Tue Dec 19, 16:15:01"
Sou?ek,Midfielder,West Ham,4.9,57,3.6,3,3.4,0.7,2.9,69.8,198,,,,100,Available,,1.7,286020,1471,225155,9461,1255,4,1,2,24,1.72,0,0,0,2,0,0,4,329.4,91.2,279,,"Sat Aug 26, 19:30",542,"Tue Dec 19, 16:15:02"
Almirón,Midfielder,Newcastle,6.2,56,3.3,9,4.4,0.7,5.4,69.5,189,,,,100,Available,,4.4,705176,16446,1028156,3574,1166,3,1,5,15,1.16,0,0,0,1,0,0,4,225.2,198.1,275,,"Sun Nov 12, 02:00",402,"Tue Dec 19, 16:15:01"
Johnstone,Goalkeeper,Crystal Palace,4.6,56,3.5,0,1.2,0.3,0,25.6,254,,,,0,Injured,Calf injury - Unknown return date,3.9,702351,90,526951,56835,1436,0,0,5,22,1.38,0,0,0,0,0,34,7,254.4,0,0,,"Sat Dec 9, 16:30",230,"Tue Dec 19, 16:15:01"
Martinez,Goalkeeper,Aston Villa,5.1,56,3.5,1,5.2,1,5.7,41.2,299,,,,100,Available,,10.8,823183,81632,566844,6591,1440,0,0,4,20,1.25,1,0,0,3,0,48,9,402.6,10,0,,"Fri Nov 24, 19:00",49,"Tue Dec 19, 16:15:01"
Pope,Goalkeeper,Newcastle,5.4,56,4,0,1.8,0.3,0,30.1,268,,,,0,Injured,Shoulder injury - Expected back 03 Apr,6.7,546960,208,1065400,29487,1255,0,0,6,14,1,0,0,0,0,0,40,1,297.4,0,4,,"Sat Dec 2, 22:30",424,"Tue Dec 19, 16:15:01"
Richarlison,Midfielder,Spurs,6.7,56,4,9,5.2,0.8,5.2,70,125,2,,,100,Available,,2.5,380130,49306,530151,2960,704,4,3,5,5,0.64,0,0,0,2,0,0,3,240.8,102,360,,"Fri Nov 10, 14:00",509,"Tue Dec 19, 16:15:02"
Wissa,Forward,Brentford,5.8,56,3.3,2,1.6,0.3,0,79.3,169,,,,100,Available,,7.1,1980775,4725,1924553,31269,1368,3,2,6,17,1.12,0,0,0,2,0,0,7,207,169,424,,,119,"Tue Dec 19, 16:15:01"
Adingra,Midfielder,Brighton,5,55,3.4,2,3.4,0.7,3.4,85.9,189,,,,100,Available,,1.2,235849,3279,147753,5123,1094,4,1,0,22,1.81,0,0,0,2,0,0,6,271.8,266.5,322,,,122,"Tue Dec 19, 16:15:01"
Mitchell,Defender,Crystal Palace,4.7,55,3.4,1,1,0.2,1,48.4,269,,,,100,Available,,4,936848,3060,598488,10773,1357,1,1,5,22,1.46,0,0,0,2,0,0,5,289.8,148.1,46,,"Wed Dec 6, 23:30",234,"Tue Dec 19, 16:15:01"
Morris,Forward,Luton,5.1,55,3.2,1,2,0.4,1,61.3,149,1,,,100,Available,,2.5,1081059,4029,978536,11356,1221,3,2,2,24,1.77,0,0,0,1,0,0,7,184.8,120.5,310,,,326,"Tue Dec 19, 16:15:01"
Elanga,Midfielder,Nottm Forest,5,54,3.2,2,3,0.6,3,73.7,176,,,,100,Available,,1.2,232582,1930,178709,7133,1093,3,3,1,21,1.73,0,0,0,1,0,0,2,244.8,186.8,307,,"Thu Nov 16, 15:00",378,"Tue Dec 19, 16:15:01"
McNeil,Midfielder,Everton,5.4,54,3.9,6,6.6,1.2,6.6,85.4,191,,,4,100,Available,,0.5,58947,6325,22237,2234,1112,2,3,6,9,0.73,0,0,0,0,0,0,3,284.4,350.7,218,,"Thu Aug 31, 22:00",259,"Tue Dec 19, 16:15:01"
Schär,Defender,Newcastle,5.3,54,3.2,1,2,0.4,2.2,45.8,307,,2,,75,Doubtful,Glute injury - 75% chance of playing,7.7,1128563,6542,603628,62141,1453,0,1,6,21,1.3,0,0,0,2,0,0,4,311.4,48.7,98,,"Sat Dec 16, 19:00",427,"Tue Dec 19, 16:15:01"
Ferguson,Forward,Brighton,6,52,3.2,1,2.2,0.4,2.2,62.6,185,,,,100,Available,,7,1235698,11337,1215139,19275,913,6,0,1,20,1.97,0,0,0,1,0,0,5,254.8,76.7,294,,"Mon Nov 13, 01:00",132,"Tue Dec 19, 16:15:01"
Gibbs-White,Midfielder,Nottm Forest,5.7,52,3.1,2,3.8,0.7,3.8,95.6,217,1,1,2,100,Available,,1.4,196668,978,292625,5523,1416,1,4,3,27,1.72,0,0,0,3,0,0,3,235.2,479.9,241,,,447,"Tue Dec 19, 16:15:01"
Neto,Midfielder,Wolves,5.6,52,5.2,0,0,0,0,84,206,,3,1,50,Doubtful,Hamstring injury - 50% chance of playing,1.4,1321688,322,1251574,5743,886,1,8,1,17,1.73,0,0,0,3,0,0,5,248,388.1,207,,"Sat Oct 28, 19:30",567,"Tue Dec 19, 16:15:02"
Wilson,Forward,Newcastle,7.8,52,4.3,2,1.2,0.2,2.2,72.1,183,1,,,100,Available,,4,630523,36313,1126760,3355,595,7,1,5,8,1.21,0,0,0,1,0,0,4,279.2,59.5,387,,"Wed Nov 8, 09:00",433,"Tue Dec 19, 16:15:01"
Burn,Defender,Newcastle,4.4,51,4.2,14,2.8,0.6,3.8,48.3,208,,,,100,Available,,3.4,1427769,63639,1431683,1294,1028,2,0,5,11,0.96,0,0,0,2,0,0,2,247.2,59.9,175,,"Sat Nov 4, 21:00",407,"Tue Dec 19, 16:15:01"
João Pedro,Forward,Brighton,5.4,51,3,1,4.4,0.8,4.4,92.6,184,1,,,100,Available,,10.3,1237676,32081,2533924,23580,868,5,1,1,17,1.76,0,0,0,2,0,0,6,290.8,209.7,425,,,135,"Tue Dec 19, 16:15:01"
Rodrigo,Midfielder,Man City,5.6,51,3.6,2,1.2,0.2,0,87.1,257,,,,100,Available,,5.3,1233027,2125,1283792,13648,1180,3,3,4,15,1.14,0,0,0,6,1,0,5,362.2,296.6,213,,"Sun Dec 3, 20:30",365,"Tue Dec 19, 16:15:01"
Tavernier,Midfielder,Bournemouth,5.4,51,3.6,2,6,1.1,6,73.8,190,,2,1,100,Available,,1.2,148003,3607,29806,8954,993,2,3,4,18,1.63,0,0,0,1,0,0,4,253.6,246.4,236,,"Wed Jul 26, 15:30",86,"Tue Dec 19, 16:15:01"
Walker,Defender,Man City,5.3,51,3,1,1.6,0.3,0,59.7,307,,,,100,Available,,15.7,2060588,8109,1070100,73522,1530,0,1,4,20,1.18,0,0,0,1,0,0,4,227.6,313.5,56,,,369,"Tue Dec 19, 16:15:01"
Colwill,Defender,Chelsea,4.6,50,3.1,6,3,0.7,3,51.9,265,,,,100,Available,,6.9,971873,31030,586369,5813,1282,1,1,4,19,1.33,0,0,0,2,0,0,3,271.8,94,153,,"Mon Nov 13, 01:00",197,"Tue Dec 19, 16:15:01"
Cash,Defender,Aston Villa,4.7,49,3.1,2,0.8,0.2,1.3,63.4,216,,,,100,Available,,21.8,3563348,27788,2199010,33233,1172,2,1,3,17,1.31,1,0,0,4,0,0,4,261.2,96.7,276,,"Wed Nov 22, 11:00",36,"Tue Dec 19, 16:15:01"
Coufal,Defender,West Ham,4.6,49,2.9,5,2.6,0.6,2.1,70,289,,,,100,Available,,3.4,571308,4626,269540,8428,1526,0,5,2,30,1.77,0,0,0,4,0,0,5,380,287.8,32,,"Sat Dec 2, 00:00",528,"Tue Dec 19, 16:15:02"
Digne,Defender,Aston Villa,4.7,49,3.1,0,2.8,0.6,3.3,82.4,257,,2,2,100,Available,,4.8,854232,12554,525079,12256,1399,0,3,4,20,1.29,0,0,0,5,0,0,2,270.6,444.2,109,,"Sat Dec 9, 20:00",42,"Tue Dec 19, 16:15:01"
Doku,Midfielder,Man City,6.6,49,4.5,0,1.2,0.2,0,86.4,211,,,,50,Doubtful,Muscle injury - 50% chance of playing,3.9,1314928,812,952068,78982,693,2,5,0,11,1.43,0,0,0,2,0,0,9,273.6,263,327,,"Sun Dec 3, 23:30",678,"Tue Dec 19, 16:15:01"
Gallagher,Midfielder,Chelsea,5.4,49,3.1,2,0.8,0.1,0.8,80,252,,,1,100,Available,,0.5,74267,560,81724,1647,1327,0,5,4,22,1.49,0,0,0,2,1,0,4,296.8,365.4,143,,"Sun Dec 3, 20:30",202,"Tue Dec 19, 16:15:01"
Havertz,Midfielder,Arsenal,7.1,49,2.9,8,4.8,0.7,4.8,68.7,144,3,,,100,Available,,1.7,75879,5270,368163,1615,1002,4,1,4,11,0.99,0,0,0,4,0,0,0,214.8,202.4,270,,,6,"Tue Dec 19, 16:15:01"
Konsa,Defender,Aston Villa,4.5,49,2.9,1,3.6,0.8,4.1,46.6,289,,,,100,Available,,2,181277,21974,95056,2680,1488,0,1,4,21,1.27,0,0,0,3,0,0,4,281.6,81.5,101,,,48,"Tue Dec 19, 16:15:01"
Luis Díaz,Midfielder,Liverpool,7.4,49,3.1,3,2,0.3,2,75.4,126,,,,100,Available,,6.6,1509117,2808,1574571,18472,997,3,1,4,11,0.99,0,0,0,1,0,0,1,174,252.1,329,,,303,"Tue Dec 19, 16:15:01"
Pinnock,Defender,Brentford,4.6,49,2.9,1,1.6,0.3,0,63.7,311,,,,100,Available,,4.1,520692,1799,312025,19167,1530,1,0,3,24,1.41,0,0,0,0,0,0,5,424.6,45.6,164,,"Thu Oct 12, 09:30",112,"Tue Dec 19, 16:15:01"
Bruno G.,Midfielder,Newcastle,5.8,48,3,7,3.2,0.6,4.2,87.1,240,,,,100,Available,,2.1,191610,4374,333296,1576,1402,1,2,7,19,1.22,0,0,0,5,0,0,3,300.4,383,186,,"Sat Nov 4, 21:00",406,"Tue Dec 19, 16:15:01"
